Unnamed: 0,Patent_ID,h_mol,b_mol,ligand,reagent,solvent,rxn_yield,mass_label
5730,US08785468B2,Br[c:2]1[cH:3][c:4]([NH:8][C:9]([C@H:10]([CH2:11][c:12]2[cH:13][cH:14][cH:15][cH:16][cH:17]2)[NH:18][CH2:19][c:20]2[n:21][cH:22][s:23][cH:24]2)=[O:25])[cH:5][cH:6][cH:7]1,OB(O)[c:31]1[cH:30][cH:29][n:28][c:27]([CH3:26])[cH:32]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[K+].[K+],CN(C)C=O.CO,53.0,0
5731,US08785468B2,Br[c:12]1[cH:13][c:14]([NH:19][C:20]([C@H:21]([CH2:22][c:23]2[cH:24][cH:25][cH:26][cH:27][cH:28]2)[NH:29][C:30]([O:31][C:32]([CH3:33])([CH3:34])[CH3:35])=[O:36])=[O:37])[cH:15][c:16]([Cl:18])[cH:17]1,OB(O)[c:6]1[cH:5][cH:4][n:3][c:2]([CH3:1])[cH:7]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,[Cs+].[F-],COCCOC,66.0,0
5732,US08785468B2,Br[c:2]1[cH:3][cH:4][c:5]2[c:9]([cH:10]1)[N:8]([C:11](=[O:12])[O:13][C:14]([CH3:15])([CH3:16])[CH3:17])[CH2:7][CH2:6]2,OB(O)[c:21]1[cH:20][cH:19][n:18][cH:23][cH:22]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],O.CN(C)C=O,41.0,0
5733,US08785468B2,Br[c:22]1[cH:23][cH:24][c:25]2[c:29]([cH:30]1)[N:28]([C:31]([C@H:32]([CH2:33][c:34]1[cH:35][cH:36][cH:37][cH:38][cH:39]1)[NH:40][C:41]([O:42][C:43]([CH3:44])([CH3:45])[CH3:46])=[O:47])=[O:48])[CH2:27][CH2:26]2,CC1(C)OB([c:10]2[cH:9][n:8][n:7]([CH3:6])[cH:11]2)OC1(C)C,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],[Cl-].[Li+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CN(C)C=O.CCOC(C)=O,67.0,0
5734,US08785468B2,Br[c:22]1[cH:23][cH:24][c:25]2[c:29]([cH:30]1)[N:28]([C:31]([C@H:32]([CH2:33][c:34]1[cH:35][cH:36][cH:37][cH:38][cH:39]1)[NH:40][C:41]([O:42][C:43]([CH3:44])([CH3:45])[CH3:46])=[O:47])=[O:48])[CH2:27][CH2:26]2,CC1(C)OB([c:11]2[n:7]([CH:2]3[O:1][CH2:6][CH2:5][CH2:4][CH2:3]3)[n:8][cH:9][cH:10]2)OC1(C)C,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],[Cl-].[Li+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CN(C)C=O.CCOC(C)=O,29.0,0
5735,US08785468B2,Br[c:11]1[cH:12][cH:13][c:14]2[c:18]([cH:19]1)[N:17]([C:20]([C@H:21]([CH2:22][c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1)[NH:29][C:30]([O:31][C:32]([CH3:33])([CH3:34])[CH3:35])=[O:36])=[O:37])[CH2:16][CH2:15]2,OB(O)[c:5]1[cH:4][n:3][cH:2][n:1][cH:6]1,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],[Cl-].[Li+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CN(C)C=O.CCOC(C)=O,74.0,0
5736,US08785468B2,Br[c:2]1[cH:3][c:4]([NH:8][C:9]([C@H:10]([CH2:11][c:12]2[cH:13][cH:14][cH:15][cH:16][cH:17]2)[NH:18][CH2:19][C:20](=[O:21])[O:22][CH2:23][CH3:24])=[O:25])[cH:5][cH:6][cH:7]1,OB(O)[c:29]1[cH:28][cH:27][n:26][cH:31][cH:30]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[K+].[K+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.CCOC(C)=O,16.0,0
5737,US08791130B2,Br[c:2]1[cH:3][c:4]([O:21][CH3:22])[c:5]([NH:8][c:9]2[n:10][cH:11][c:12]([C:17]([F:18])([F:19])[F:20])[c:13]([NH:15][CH3:16])[n:14]2)[cH:6][cH:7]1,CC1(C)OB([c:33]2[cH:32][n:31][n:30]([CH3:29])[cH:34]2)OC1(C)C,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[K+].[K+],O.CCOC(C)=O.C1COCCO1,25.0,0
5738,US08791120B2,I[c:18]1[c:17]([C:21]([F:22])([F:23])[F:24])[n:16][n:15][c:14]([N:11]2[CH2:10][CH2:9][N:8]([C:6]([O:5][C:1]([CH3:2])([CH3:3])[CH3:4])=[O:7])[CH2:13][CH2:12]2)[cH:19]1,OB(O)[c:26]1[c:25]([CH3:34])[cH:30][cH:29][cH:28][cH:27]1,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=P([O-])([O-])[O-].[K+].[K+].[K+],C1COCCO1.ClCCl,48.0,0
5739,US08791120B2,I[c:18]1[c:17]([C:21]([F:22])([F:23])[F:24])[n:16][n:15][c:14]([N:11]2[CH2:10][CH2:9][N:8]([C:6]([O:5][C:1]([CH3:2])([CH3:3])[CH3:4])=[O:7])[CH2:13][CH2:12]2)[cH:19]1,OB(O)[c:29]1[cH:28][cH:27][c:26]([Cl:25])[s:30]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],O.ClCCl.COCCOC.CO,67.0,0
5740,US08791257B2,Br[c:10]1[n:6]2[n:5][cH:4][n:3][c:2]([NH2:1])[c:7]2[c:8]([C:12](=[O:13])[NH:14][C@@H:15]2[CH2:16][CH2:17][C@@H:18]([OH:21])[CH2:19][CH2:20]2)[cH:9]1,OB(O)[c:27]1[cH:26][cH:25][n:24][c:23]([F:22])[cH:28]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[K+].[K+],O.CN(C)C=O,18.0,0
5741,US08791107B2,Cl[c:2]1[n:3][c:4]2[c:9]([cH:10][n:11]1)[N:8]([CH2:12][c:13]1[cH:14][cH:15][c:16]([S:19](=[O:20])(=[O:21])[CH3:22])[cH:17][cH:18]1)[C:7](=[O:23])[CH:6]1[N:5]2[CH2:27][CH2:26][O:25][CH2:24]1,CC1(C)OB([c:36]2[c:37]3[c:38]([n:39][cH:40][cH:41]2)[n:42]([S:45](=[O:46])(=[O:47])[c:48]2[cH:49][cH:50][c:51]([CH3:52])[cH:53][cH:54]2)[cH:43][cH:44]3)OC1(C)C,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,"O=C([O-])O.[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Mg+2]",CCOC(C)=O.C1COCCO1,52.0,0
5742,US08791107B2,Cl[c:14]1[n:13][cH:12][c:11]2[c:16]([n:15]1)[N:17]1[C@H:18]([CH2:19][N:10]2[CH2:9][CH2:8][CH2:7][C:5]([O:4][C:1]([CH3:2])=[O:3])([CH3:6])[CH3:25])[CH2:20][O:21][CH2:22][CH2:23]1,OB(O)[c:30]1[c:29]2[cH:28][cH:27][nH:26][c:34]2[cH:33][cH:32][cH:31]1,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=S(=O)([O-])[O-].[Mg+2],CCOC(C)=O.CC#N,27.0,0
5743,US08791107B2,Cl[c:2]1[n:3][c:4]2[c:9]([cH:10][n:11]1)[N:8]([CH2:12][C:13](=[O:14])[O:15][C:16]([CH3:17])([CH3:18])[CH3:19])[CH2:7][C@H:6]1[N:5]2[CH2:23][CH2:22][O:21][CH2:20]1,OB(O)[c:28]1[c:27]2[cH:26][cH:25][nH:24][c:32]2[cH:31][cH:30][cH:29]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.CCOC(C)=O.C1COCCO1,89.0,0
5744,US08791107B2,Cl[c:2]1[n:3][c:4]2[c:9]([cH:10][n:11]1)[N:8]([C@@H:12]([CH3:13])[c:14]1[cH:15][cH:16][c:17]([Cl:20])[cH:18][cH:19]1)[C:7](=[O:21])[CH:6]1[N:5]2[CH2:25][CH2:24][O:23][CH2:22]1,CC1(C)OB([c:34]2[cH:33][cH:32][c:31]([NH:30][C:28]([NH:27][CH3:26])=[O:29])[cH:36][cH:35]2)OC1(C)C,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,"O=C([O-])O.[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Mg+2]",CCOC(C)=O.C1COCCO1,16.0,0
5745,US08791107B2,Cl[c:12]1[n:11][cH:10][c:9]2[c:14]([n:13]1)[N:15]1[CH:16]([C:17](=[O:18])[N:8]2[CH2:1][c:2]2[cH:3][cH:4][cH:5][cH:6][cH:7]2)[CH2:19][O:20][CH2:21][CH2:22]1,CC1(C)OB([c:32]2[c:33]3[cH:34][cH:35][nH:36][c:37]3[cH:38][cH:39][cH:40]2)OC1(C)C,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,"O=C([O-])O.[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Mg+2]",CCOC(C)=O.C1COCCO1,32.0,0
5746,US08791107B2,Cl[c:2]1[n:3][c:4]2[c:9]([cH:10][n:11]1)[N:8]([CH:12]1[CH2:13][CH2:14][O:15][CH2:16][CH2:17]1)[C:7](=[O:18])[CH:6]1[N:5]2[CH2:22][CH2:21][O:20][CH2:19]1,CC1(C)OB([c:31]2[cH:30][cH:29][c:28]([NH:27][C:25]([NH:24][CH3:23])=[O:26])[cH:33][cH:32]2)OC1(C)C,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])O.[Na+],CN(C)C=O.C1COCCO1,8.2,0
5747,US08791107B2,Cl[c:2]1[n:3][c:4]2[c:9]([cH:10][n:11]1)[N:8]([CH2:12][C:13](=[O:14])[N:15]([CH2:16][CH:17]1[CH2:18][CH2:19][O:20][CH2:21][CH2:22]1)[CH3:23])[CH2:7][C@H:6]1[N:5]2[CH2:27][CH2:26][O:25][CH2:24]1,OB(O)[c:32]1[c:31]2[cH:30][cH:29][nH:28][c:36]2[cH:35][cH:34][cH:33]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.CCOC(C)=O.C1COCCO1,43.7,0
5748,US08791107B2,Cl[c:2]1[n:3][c:4]2[c:9]([cH:10][n:11]1)[N:8]([CH2:12][C:13](=[O:14])[O:15][C:16]([CH3:17])([CH3:18])[CH3:19])[CH2:7][C@@H:6]1[N:5]2[CH2:23][CH2:22][O:21][CH2:20]1,OB(O)[c:28]1[c:27]2[cH:26][cH:25][nH:24][c:32]2[cH:31][cH:30][cH:29]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.CCOC(C)=O.C1COCCO1,91.0,0
5749,US08791107B2,Cl[c:2]1[n:3][c:4]2[c:9]([cH:10][n:11]1)[N:8]([CH2:12][C:13](=[O:14])[NH:15][CH2:16][CH:17]1[CH2:18][CH2:19][O:20][CH2:21][CH2:22]1)[CH2:7][C@H:6]1[N:5]2[CH2:26][CH2:25][O:24][CH2:23]1,OB(O)[c:32]1[cH:31][cH:30][c:29]([CH2:28][OH:27])[cH:34][cH:33]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.CCOC(C)=O.C1COCCO1,32.0,0
5750,US08791107B2,Cl[c:2]1[n:3][c:4]2[c:9]([cH:10][n:11]1)[N:8]([CH2:12][c:13]1[c:14]([C:15](=[O:16])[NH2:17])[cH:18][cH:19][c:20]([CH3:22])[cH:21]1)[CH2:7][CH:6]1[N:5]2[CH2:26][CH2:25][O:24][CH2:23]1,OB(O)[c:31]1[c:30]2[cH:29][cH:28][nH:27][c:35]2[cH:34][cH:33][cH:32]1,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,"O=C([O-])O.[Na+],O=S(=O)([O-])[O-].[Mg+2]",CCOC(C)=O.C1COCCO1,33.0,0
5751,US08791107B2,Cl[c:2]1[n:3][c:4]2[c:9]([cH:10][n:11]1)[N:8]([CH:12]1[CH2:13][CH2:14][O:15][CH2:16][CH2:17]1)[C:7](=[O:18])[CH:6]1[N:5]2[CH2:22][CH2:21][O:20][CH2:19]1,CC1(C)OB([c:33]2[cH:32][cH:31][c:30]([NH:29][C:27]([NH:26][CH:23]3[CH2:24][CH2:25]3)=[O:28])[cH:35][cH:34]2)OC1(C)C,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])O.[Na+],C1COCCO1,23.0,0
5752,US08791267B2,Br[c:2]1[c:3]([O:9][CH3:10])[cH:4][cH:5][cH:6][c:7]1[F:8],OB(O)[c:14]1[cH:13][c:12]([Cl:11])[cH:17][cH:16][cH:15]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[K+].[K+],C1COCCO1,77.0,0
5753,US08791267B2,Br[c:2]1[c:3]([F:12])[c:4]([CH2:10][OH:11])[cH:5][cH:6][c:7]1[O:8][CH3:9],OB(O)[c:16]1[cH:15][c:14]([Cl:13])[cH:19][cH:18][cH:17]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],O.CCOC(C)=O.CCO.Cc1ccccc1,67.0,0
5754,US08791267B2,I[c:15]1[cH:16][c:17](-[c:21]2[o:22][cH:23][n:24][n:25]2)[cH:18][cH:19][cH:20]1,OB(O)[c:7]1[c:6]([O:12][CH3:13])[cH:5][cH:4][c:3]([CH:1]=[O:2])[cH:8]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[K+].[K+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.CCOC(C)=O.COCCOC,55.0,0
5755,US08791267B2,Br[c:2]1[cH:3][c:4]([CH2:5][n:6]2[n:7][cH:8][n:9][cH:10]2)[cH:11][cH:12][c:13]1[O:14][CH3:15],OB(O)[c:22]1[cH:21][c:18]2[c:17]([n:16][o:20][n:19]2)[cH:24][cH:23]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Cs+].[Cs+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.CN(C)C=O.ClCCl,39.0,0
5756,US08791267B2,Br[c:2]1[cH:3][c:4]([CH2:5][n:6]2[n:7][n:8][c:9]3[c:10]2[cH:11][cH:12][cH:13][cH:14]3)[cH:15][cH:16][c:17]1[O:18][CH3:19],OB(O)[c:25]1[cH:24][c:23]([N+:20](=[O:21])[O-:22])[cH:28][cH:27][cH:26]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.CN(C)C=O.CCOC(C)=O,39.0,0
5757,US08791267B2,Br[c:2]1[cH:3][c:4]([CH2:5][n:6]2[cH:7][cH:8][c:9]3[cH:10][cH:11][cH:12][cH:13][c:14]23)[cH:15][cH:16][c:17]1[O:18][CH3:19],OB(O)[c:25]1[cH:24][c:23]([N+:20](=[O:21])[O-:22])[cH:28][cH:27][cH:26]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.CCOC(C)=O.C1COCCO1,17.0,0
5758,US08791267B2,Br[c:2]1[cH:3][c:4]([CH2:10][CH2:11][n:12]2[c:13](=[O:18])[cH:14][cH:15][cH:16][cH:17]2)[cH:5][cH:6][c:7]1[O:8][CH3:9],OB(O)[c:24]1[cH:23][c:22]([N+:19](=[O:20])[O-:21])[cH:27][cH:26][cH:25]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[K+].[K+],O.CCOC(C)=O.CCO.COCCOC,31.0,0
5759,US08791267B2,Br[c:2]1[cH:3][c:4]([CH2:5][n:6]2[cH:7][n:8][cH:9][cH:10]2)[cH:11][cH:12][c:13]1[O:14][CH3:15],OB(O)[c:22]1[cH:21][c:18]2[c:17]([n:16][o:20][n:19]2)[cH:24][cH:23]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Cs+].[Cs+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.CN(C)C=O,9.1,0
5760,US08796261B2,Br[c:2]1[c:3]([C:4](=[O:5])[O:6][CH3:7])[cH:8][c:9]([Cl:12])[cH:10][cH:11]1,CC1(C)OB([c:26]2[c:22]([CH3:21])[n:23][o:24][c:25]2[C:36]2([NH:39][C:40]([O:41][C:42]([CH3:43])([CH3:44])[CH3:45])=[O:46])[CH2:37][CH2:38]2)OC1(C)C,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=P([O-])([O-])[O-].[K+].[K+].[K+],CCOC(C)=O.C1COCCO1.CO,86.0,0
5761,US08796261B2,Br[c:2]1[c:3]([C:8](=[O:9])[c:10]2[cH:11][cH:12][c:13]([Cl:16])[cH:14][cH:15]2)[n:4][n:5]([CH3:7])[cH:6]1,CC1(C)OB([c:45]2[c:44]([CH2:43][O:42][C:39]([CH3:40])=[O:41])[o:48][n:47][c:46]2[CH3:49])OC1(C)C,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,"O=C([O-])[O-].[K+].[K+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.C1COCCO1.ClCCl,47.0,0
5762,US08796311B2,Br[c:31]1[c:32]([C:42]#[N:43])[c:33](=[O:41])[n:34]([CH2:37][CH:38]2[CH2:39][CH2:40]2)[cH:35][cH:36]1,CC1(C)OB([c:6]2[cH:5][cH:4][c:3]([NH:17][CH:18]3[CH2:19][CH2:20][O:21][CH2:22][CH2:23]3)[c:2]([F:1])[cH:7]2)OC1(C)C,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",CCOC(C)=O.C1COCCO1.ClCCl,30.0,0
5763,US08796311B2,Br[c:31]1[c:32]([C:42]#[N:43])[c:33](=[O:41])[n:34]([CH2:37][CH:38]2[CH2:39][CH2:40]2)[cH:35][cH:36]1,CC1(C)OB([c:6]2[cH:5][cH:4][c:3]([NH:17][CH:18]3[CH2:19][CH2:20][O:21][CH2:22][CH2:23]3)[c:2]([Cl:1])[cH:7]2)OC1(C)C,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",CCOC(C)=O.C1COCCO1.ClCCl,16.0,0
5764,US08796311B2,Br[c:34]1[c:35]([C:45]#[N:46])[c:36](=[O:44])[n:37]([CH2:40][CH:41]2[CH2:42][CH2:43]2)[cH:38][cH:39]1,CC1(C)OB([c:11]2[cH:10][c:9]([C:23]([F:24])([F:25])[F:26])[c:8]([NH:7][CH:4]3[CH2:3][CH2:2][O:1][CH2:6][CH2:5]3)[cH:13][cH:12]2)OC1(C)C,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",CCOC(C)=O.C1COCCO1.ClCCl,9.0,0
5765,US08796311B2,Br[c:31]1[c:32]([C:43]#[N:44])[c:33](=[O:42])[n:34]([CH2:37][CH2:38][CH:39]2[CH2:40][CH2:41]2)[cH:35][cH:36]1,CC1(C)OB([c:13]2[cH:12][cH:11][c:3]([O:4][CH:5]3[CH2:6][CH2:7][O:8][CH2:9][CH2:10]3)[c:2]([Cl:1])[cH:14]2)OC1(C)C,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",CCOC(C)=O.C1COCCO1.ClCCl,17.0,0
5766,US08796268B2,Br[c:2]1[cH:3][c:4]([CH:18]([OH:19])[c:20]2[cH:21][cH:22][c:23]([Cl:26])[cH:24][cH:25]2)[c:5](-[c:7]2[n:8][n:9]([CH:12]3[O:13][CH2:14][CH2:15][CH2:16][CH2:17]3)[cH:10][n:11]2)[s:6]1,OB(O)[c:32]1[cH:31][cH:30][n:29][c:28]([F:27])[cH:33]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],O.CCOC(C)=O.C1COCCO1,92.8,0
5767,US08796268B2,I[c:5]1[s:4][c:3](-[c:8]2[n:9][n:10]([CH2:13][O:14][CH2:15][CH2:16][Si:17]([CH3:18])([CH3:19])[CH3:20])[cH:11][n:12]2)[c:2]([Br:1])[cH:6]1,OB(O)[c:24]1[cH:23][cH:22][n:21][cH:26][cH:25]1,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,"O=C([O-])[O-].[Cs+].[Cs+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.ClCCl.C1COCCO1.CO,74.6,0
5768,US08796320B2,Br[c:23]1[cH:24][cH:25][c:26]([S:28](=[O:29])(=[O:30])[NH2:31])[s:27]1,OB(O)[c:7]1[cH:6][c:5]([C:3]([O:2][CH3:1])=[O:4])[cH:10][cH:9][cH:8]1,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,"O=P([O-])([O-])[O-].[K+].[K+].[K+],[Cl-].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",CN(C)C=O.C1COCCO1.ClCCl.CO,53.0,0
5769,US08802697B2,Br[c:2]1[cH:3][c:4]2[c:5]([n:6][c:7]([NH2:10])[n:8][cH:9]2)[n:11][cH:12]1,OB(O)[c:17]1[cH:16][c:15]([O:14][CH3:13])[cH:20][c:19]([O:21][CH3:22])[cH:18]1,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[K+].[K+],CCOC(C)=O,31.0,0
5770,US08802697B2,I[c:2]1[cH:3][n:4][c:5]2[n:6]1[cH:7][cH:8][cH:9][c:10]2[C:11]#[N:12],CC1(C)OB([c:21]2[cH:20][c:19]([NH:32][C:33](=[O:34])[NH:35][CH2:36][C:37]([F:38])([F:39])[F:40])[cH:18][c:17]([O:16][CH:13]([CH3:14])[CH3:15])[cH:22]2)OC1(C)C,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O.[Cl-].[Na+]",CCOC(C)=O.C1COCCO1,32.1,0
5771,US08802864B2,Br[c:2]1[cH:3][cH:4][c:5](-[n:8]2[c:9](=[O:24])[nH:10][n:11][c:12]2[CH2:13][C@H:14]2[CH2:15][N:16]([C:19](=[O:20])[CH:21]3[CH2:22][CH2:23]3)[CH2:17][CH2:18]2)[cH:6][cH:7]1,CC1(C)OB([c:33]2[cH:34][cH:35][c:36]3[c:37]([cH:38][cH:39][o:40]3)[cH:41]2)OC1(C)C,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,"O=C([O-])[O-].[K+].[K+],O=S(=O)([O-])[O-].[Mg+2]",CCOC(C)=O.C1COCCO1,69.0,0
5772,US08802864B2,Br[c:2]1[cH:3][cH:4][c:5](-[n:8]2[c:9](=[O:24])[nH:10][n:11][c:12]2[CH2:13][C@H:14]2[CH2:15][N:16]([C:19](=[O:20])[CH:21]3[CH2:22][CH2:23]3)[CH2:17][CH2:18]2)[cH:6][cH:7]1,OB(O)[c:30]1[cH:29][cH:28][c:27]([O:26][CH3:25])[cH:32][cH:31]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=P([O-])([O-])[O-].[K+].[K+].[K+],O.CCOC(C)=O.CCO.ClCCl,72.2,0
5773,US08802864B2,Br[c:2]1[cH:3][cH:4][c:5](-[n:8]2[c:9](=[O:24])[nH:10][n:11][c:12]2[CH2:13][C@H:14]2[CH2:15][N:16]([C:19](=[O:20])[CH:21]3[CH2:22][CH2:23]3)[CH2:17][CH2:18]2)[cH:6][cH:7]1,OB(O)[c:30]1[cH:29][cH:28][c:27]([C:25]#[N:26])[cH:32][cH:31]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=P([O-])([O-])[O-].[K+].[K+].[K+],O.CCOC(C)=O.CCO,28.1,0
5774,US08802864B2,Br[c:2]1[cH:3][cH:4][c:5](-[n:8]2[c:9](=[O:24])[nH:10][n:11][c:12]2[CH2:13][C@H:14]2[CH2:15][N:16]([C:19](=[O:20])[CH:21]3[CH2:22][CH2:23]3)[CH2:17][CH2:18]2)[cH:6][cH:7]1,OB(O)[c:27]1[c:26]([Cl:25])[cH:31][c:30]([Cl:32])[cH:29][cH:28]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=P([O-])([O-])[O-].[K+].[K+].[K+],O.CCO.CC#N.CO,21.8,0
5775,US08802864B2,Br[c:2]1[cH:3][cH:4][c:5](-[n:8]2[c:9](=[O:24])[nH:10][n:11][c:12]2[CH2:13][C@H:14]2[CH2:15][N:16]([C:19](=[O:20])[CH:21]3[CH2:22][CH2:23]3)[CH2:17][CH2:18]2)[cH:6][cH:7]1,OB(O)[c:31]1[cH:30][c:29]2[n:25][cH:26][cH:27][n:28]2[cH:33][cH:32]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=P([O-])([O-])[O-].[K+].[K+].[K+],O=C([O-])O.[Na+]",O.CCO.CC#N.CS(C)=O,48.6,0
5776,US08802864B2,Br[c:2]1[cH:3][cH:4][c:5](-[n:8]2[c:9](=[O:24])[nH:10][n:11][c:12]2[CH2:13][C@H:14]2[CH2:15][N:16]([C:19](=[O:20])[CH:21]3[CH2:22][CH2:23]3)[CH2:17][CH2:18]2)[cH:6][cH:7]1,OB(O)[c:29]1[c:28]2[cH:27][cH:26][nH:25][c:33]2[cH:32][cH:31][cH:30]1,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,"O=C([O-])[O-].[K+].[K+],O=S(=O)([O-])[O-].[Mg+2],O=C([O-])O.[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.C1COCCO1.ClCCl.CC#N,48.0,0
5777,US08802864B2,O=S(=O)(O[c:39]1[cH:40][c:41]2[c:42]([cH:43][cH:44][o:45]2)[cH:46][cH:47]1)C(F)(F)F,CC1(C)OB([c:21]2[cH:20][cH:19][c:18](-[n:13]3[c:12]([CH2:11][C@H:8]4[CH2:7][N:6]([C:4]([CH:1]5[CH2:2][CH2:3]5)=[O:5])[CH2:10][CH2:9]4)[n:16][nH:15][c:14]3=[O:17])[cH:23][cH:22]2)OC1(C)C,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,"O=C([O-])[O-].[K+].[K+],O=S(=O)([O-])[O-].[Mg+2],O=C([O-])O.[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.C1COCCO1.ClCCl.CC#N,15.0,0
